/Users/apple/Documents/Workwise/hospitality/backend/app/config/app.config.js: line 33, col 7, Error - 'magicSearchFileUploadPath' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 23, col 8, Error - 'rolesModel' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 26, col 8, Error - 'subscriptionModel' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 27, col 8, Error - 'moment' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 32, col 7, Error - 'cryptr' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 148, col 34, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 156, col 13, Error - 'onlyAddedByAdmin' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 197, col 36, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 248, col 40, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 270, col 34, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 316, col 38, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 349, col 36, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 382, col 37, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 404, col 36, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 457, col 35, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 495, col 38, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 518, col 42, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 581, col 35, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 631, col 15, Error - 'productAttributeValueId' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 690, col 15, Error - 'productVariant' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 714, col 39, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 723, col 11, Error - 'adm_id' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 794, col 11, Error - 'previousCategory' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 1024, col 15, Error - 'productObj' is assigned a value but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 1248, col 43, Error - 'next' is defined but never used. (no-unused-vars)
/Users/apple/Documents/Workwise/hospitality/backend/app/controllers/admin/productController.js: line 1255, col 13, Error - 'firstHeaderData' is assigned a value but never used. (no-unused-vars)
